route_id,service_id,trip_id,trip_headsign,direction_id,block_id,trip_short_name,shape_id,jp_trip_desc
27,土日祝のみ,3土日祝のみ_13時16分_系統270101,イオンスーパーセンター十和田店,0,,,,
27,土日祝のみ,3土日祝のみ_15時16分_系統270101,イオンスーパーセンター十和田店,0,,,,
27,土日祝のみ,3土日祝のみ_17時16分_系統270101,イオンスーパーセンター十和田店,0,,,,
28,土日祝のみ,3土日祝のみ_10時40分_系統280101,元町東,0,,,,
28,土日祝のみ,3土日祝のみ_12時40分_系統280101,元町東,0,,,,
28,土日祝のみ,3土日祝のみ_14時40分_系統280101,元町東,0,,,,
28,土日祝のみ,3土日祝のみ_16時30分_系統280101,元町東,0,,,,
28,土日祝のみ,3土日祝のみ_18時00分_系統280101,元町東,0,,,,
29,休校日（平日）,13休校日（平日）_07時15分_系統290101,第一中学校,0,,,,
30,平日,2平日_17時11分_系統300101,元町東,0,,,,
30,10～4月運行,510～4月運行_18時16分_系統300101,元町東,0,,,,
30,10～4月運行,510～4月運行_18時31分_系統300101,元町東,0,,,,
31,平日,2平日_17時46分_系統310101,甲地,0,,,,
32,平日,2平日_06時35分_系統320101,七戸案内所,0,,,,
33,平日土,11平日土_13時41分_系統330101,市立病院,0,,,,
33,全日,1全日_07時51分_系統330101,市立病院,0,,,,
33,平日土,11平日土_07時26分_系統330102,市立病院,0,,,,
33,平日土,11平日土_08時11分_系統330102,市立病院,0,,,,
33,平日土,11平日土_11時31分_系統330102,市立病院,0,,,,
33,平日土,11平日土_15時51分_系統330102,市立病院,0,,,,
33,日祝のみ,12日祝のみ_10時41分_系統330102,市立病院,0,,,,
33,日祝のみ,12日祝のみ_14時51分_系統330102,市立病院,0,,,,
33,日祝のみ,12日祝のみ_17時41分_系統330102,市立病院,0,,,,
33,全日,1全日_09時31分_系統330102,市立病院,0,,,,
33,全日,1全日_12時31分_系統330102,市立病院,0,,,,
33,全日,1全日_16時41分_系統330102,市立病院,0,,,,
33,全日,1全日_18時41分_系統330102,市立病院,0,,,,
34,平日土,11平日土_14時35分_系統340101,古間木交流センター,0,,,,
34,全日,1全日_17時35分_系統340101,古間木交流センター,0,,,,
34,平日土,11平日土_11時35分_系統340102,古間木小学校前,0,,,,
34,平日土,11平日土_16時35分_系統340102,古間木小学校前,0,,,,
34,平日土,11平日土_18時55分_系統340102,古間木小学校前,0,,,,
34,全日,1全日_08時35分_系統340102,古間木小学校前,0,,,,
34,全日,1全日_10時35分_系統340102,古間木小学校前,0,,,,
34,全日,1全日_13時35分_系統340102,古間木小学校前,0,,,,
34,全日,1全日_15時35分_系統340102,古間木小学校前,0,,,,
35,全日,1全日_08時35分_系統350101,三沢駅東口,0,,,,
35,全日,1全日_11時35分_系統350101,三沢駅東口,0,,,,
35,全日,1全日_14時45分_系統350101,三沢駅東口,0,,,,
36,全日,1全日_10時00分_系統360101,三沢駅東口,0,,,,
36,全日,1全日_12時40分_系統360101,三沢駅東口,0,,,,
36,全日,1全日_16時00分_系統360101,三沢駅東口,0,,,,
37,土日祝のみ,3土日祝のみ_08時51分_系統370101,イオンモール下田,0,,,,
37,土日祝のみ,3土日祝のみ_10時21分_系統370101,イオンモール下田,0,,,,
37,土日祝のみ,3土日祝のみ_13時21分_系統370101,イオンモール下田,0,,,,
38,土日祝のみ,3土日祝のみ_12時10分_系統380101,三沢案内所,0,,,,
38,土日祝のみ,3土日祝のみ_14時40分_系統380101,三沢案内所,0,,,,
38,土日祝のみ,3土日祝のみ_17時40分_系統380101,三沢案内所,0,,,,
39,平日,2平日_07時05分_系統390101,百石中央,0,,,,
39,平日,2平日_17時50分_系統390102,百石中央,0,,,,
40,平日,2平日_06時55分_系統400101,三沢案内所,0,,,,
40,平日,2平日_16時15分_系統400102,三沢案内所,0,,,,
41,平日,2平日_12時32分_系統410101,中村,0,,,,
42,平日,2平日_07時11分_系統420101,七戸案内所,0,,,,
43,平日,2平日_06時55分_系統430101,七戸案内所,0,,,,
43,平日,2平日_14時20分_系統430101,七戸案内所,0,,,,
44,平日,2平日_08時27分_系統440101,三沢案内所,0,,,,
44,平日,2平日_15時47分_系統440101,三沢案内所,0,,,,
44,平日,2平日_18時27分_系統440102,湖畔桟橋前,0,,,,
45,平日,2平日_12時31分_系統450101,湖畔桟橋前,0,,,,
46,平日,2平日_13時27分_系統460101,七戸十和田駅,0,,,,
47,平日,2平日_06時36分_系統470101,乙供,0,,,,
47,平日,2平日_15時56分_系統470102,鶴ヶ崎,0,,,,
48,平日,2平日_17時34分_系統480101,七戸案内所,0,,,,
48,平日,2平日_07時48分_系統480102,七戸案内所,0,,,,
49,平日土,11平日土_08時15分_系統490101,追舘,0,,,,
49,平日土,11平日土_13時50分_系統490102,追舘,0,,,,
50,平日土,11平日土_09時50分_系統500101,市立病院,0,,,,
51,平日土,11平日土_16時50分_系統510101,追舘,0,,,,
51,平日土,11平日土_19時00分_系統510101,追舘,0,,,,
51,日祝のみ,12日祝のみ_14時20分_系統510101,追舘,0,,,,
52,平日土,11平日土_06時47分_系統520101,三沢案内所,0,,,,
52,平日土,11平日土_15時07分_系統520102,三沢案内所,0,,,,
52,日祝のみ,12日祝のみ_06時57分_系統520102,三沢案内所,0,,,,
53,平日土,11平日土_11時00分_系統530101,塩釜,0,,,,
53,平日土,11平日土_16時10分_系統530101,塩釜,0,,,,
54,休校日（平日土）,16休校日（平日土）_07時11分_系統540101,三沢案内所,0,,,,
54,平日土,11平日土_09時11分_系統540102,市立病院,0,,,,
54,平日土,11平日土_11時11分_系統540102,市立病院,0,,,,
54,平日土,11平日土_17時11分_系統540103,三沢案内所,0,,,,
55,平日土,11平日土_12時50分_系統550101,八幡（三沢）,0,,,,
55,平日土,11平日土_15時00分_系統550101,八幡（三沢）,0,,,,
55,平日土,11平日土_17時40分_系統550102,八幡（三沢）,0,,,,
56,平日土,11平日土_08時09分_系統560101,市立病院,0,,,,
57,平日土,11平日土_10時41分_系統570101,市立病院,0,,,,
57,平日土,11平日土_14時51分_系統570101,市立病院,0,,,,
57,平日土,11平日土_17時41分_系統570101,市立病院,0,,,,
58,平日土,11平日土_07時05分_系統580101,古間木小学校前,0,,,,
58,平日土,11平日土_09時05分_系統580102,古間木小学校前,0,,,,
58,平日土,11平日土_11時55分_系統580102,古間木小学校前,0,,,,
59,平日,2平日_12時26分_系統590101,六ヶ所村医療センター,0,,,,
59,平日,2平日_16時36分_系統590101,六ヶ所村医療センター,0,,,,
60,平日,2平日_06時57分_系統600101,野辺地案内所,0,,,,
60,平日,2平日_13時57分_系統600101,野辺地案内所,0,,,,
61,平日,2平日_06時49分_系統610101,畜産試験場前,0,,,,
61,平日,2平日_08時14分_系統610101,畜産試験場前,0,,,,
61,平日,2平日_10時44分_系統610101,畜産試験場前,0,,,,
61,平日,2平日_12時54分_系統610101,畜産試験場前,0,,,,
61,平日,2平日_15時44分_系統610101,畜産試験場前,0,,,,
62,平日,2平日_09時01分_系統620101,馬門温泉,0,,,,
62,平日,2平日_11時21分_系統620101,馬門温泉,0,,,,
62,平日,2平日_13時41分_系統620101,馬門温泉,0,,,,
62,平日,2平日_16時21分_系統620101,馬門温泉,0,,,,
90,全日,1全日_07時11分_系統900101,八戸中心街ターミナル八日町２番,0,,,,
90,全日,1全日_15時31分_系統900101,八戸中心街ターミナル八日町２番,0,,,,
90,平日,2平日_11時31分_系統900101,八戸中心街ターミナル八日町２番,0,,,,
90,平日,2平日_13時31分_系統900101,八戸中心街ターミナル八日町２番,0,,,,
90,全日,1全日_09時31分_系統900102,八戸中心街ターミナル八日町２番,0,,,,
90,全日,1全日_17時31分_系統900102,八戸中心街ターミナル八日町２番,0,,,,
90,平日,2平日_08時11分_系統900102,八戸中心街ターミナル八日町２番,0,,,,
90,平日,2平日_10時31分_系統900102,八戸中心街ターミナル八日町２番,0,,,,
90,平日,2平日_12時31分_系統900102,八戸中心街ターミナル八日町２番,0,,,,
90,平日,2平日_14時31分_系統900102,八戸中心街ターミナル八日町２番,0,,,,
90,平日,2平日_16時21分_系統900102,八戸中心街ターミナル八日町２番,0,,,,
90,平日,2平日_06時01分_系統900103,八戸市民病院,0,,,,
90,平日,2平日_18時21分_系統900104,八戸営業所,0,,,,
90,全日,1全日_19時31分_系統900105,八戸営業所,0,,,,
91,全日,1全日_10時42分_系統910101,元町東,0,,,,
91,全日,1全日_14時12分_系統910101,元町東,0,,,,
91,全日,1全日_19時33分_系統910101,元町東,0,,,,
91,平日,2平日_06時02分_系統910101,元町東,0,,,,
91,平日,2平日_08時52分_系統910101,元町東,0,,,,
91,平日,2平日_18時12分_系統910101,元町東,0,,,,
91,全日,1全日_06時42分_系統910102,元町東,0,,,,
91,平日,2平日_10時02分_系統910102,元町東,0,,,,
91,平日,2平日_12時12分_系統910102,元町東,0,,,,
91,平日,2平日_15時02分_系統910102,元町東,0,,,,
91,平日,2平日_16時02分_系統910102,元町東,0,,,,
91,平日,2平日_06時49分_系統910103,元町東,0,,,,
91,全日,1全日_16時59分_系統910104,元町東,0,,,,
91,平日,2平日_13時01分_系統910105,元町東,0,,,,
